region,year_surv,year,month,day,strata,strata_area,set,trip,vessel,nafo,stomach_id,predator_species,predator_length,shrimp_weight,pandalus_sp_weight,pandalus_borealis_weight,pandalus_montagui_weight,chionoecetes_opilio_weight,foragefish_weight,other_weight
Arctic,2018,2018,8,7,308W,1444.8,62113088,113,62,RISA,62113088_892_1_1_1572_564,reinhardtius_hippoglossoides,58,0,0,0,0,0,0,0
Arctic,2018,2018,8,7,308W,1444.8,62113088,113,62,RISA,62113088_892_1_1_1573_565,reinhardtius_hippoglossoides,58,0,0,0,0,0,0,0
Arctic,2018,2018,8,7,308W,1444.8,62113088,113,62,RISA,62113088_892_1_1_1574_566,reinhardtius_hippoglossoides,58,0,0,0,0,0,18.736,6.434
Arctic,2018,2018,8,7,308W,1444.8,62113088,113,62,RISA,62113088_892_1_1_1622_554,reinhardtius_hippoglossoides,48,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1437_428,reinhardtius_hippoglossoides,48,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1440_431,reinhardtius_hippoglossoides,48,0,0,0,0,0,0,3.349
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1441_432,reinhardtius_hippoglossoides,48,0,0,3.689,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1442_433,reinhardtius_hippoglossoides,48,0,0,0,3.878,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1443_434,reinhardtius_hippoglossoides,48,0,0,6.175,4.505,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1445_436,reinhardtius_hippoglossoides,43,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1446_437,reinhardtius_hippoglossoides,43,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1447_438,reinhardtius_hippoglossoides,43,0,0,0,0,0,0,1.113
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1448_439,reinhardtius_hippoglossoides,43,0,0,0,1.909,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1450_441,reinhardtius_hippoglossoides,43,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1451_442,reinhardtius_hippoglossoides,43,0,0,0,0,0,0,0.793
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1452_443,reinhardtius_hippoglossoides,43,0,0,0,0,0,0,0.079
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1456_447,reinhardtius_hippoglossoides,38,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1457_448,reinhardtius_hippoglossoides,38,0,0,0,4.621,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1458_449,reinhardtius_hippoglossoides,38,0,0,0,0,0,0,0.397
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1459_450,reinhardtius_hippoglossoides,38,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1460_451,reinhardtius_hippoglossoides,38,0,0,3.394,3.939,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1461_452,reinhardtius_hippoglossoides,38,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1462_453,reinhardtius_hippoglossoides,38,0,0,0,0,0,24.551,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1464_455,reinhardtius_hippoglossoides,33,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1465_456,reinhardtius_hippoglossoides,33,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1466_457,reinhardtius_hippoglossoides,33,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1467_458,reinhardtius_hippoglossoides,33,0,0,0,3.572,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1468_459,reinhardtius_hippoglossoides,33,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1469_460,reinhardtius_hippoglossoides,33,0,0,0,3.846,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1470_461,reinhardtius_hippoglossoides,33,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1471_462,reinhardtius_hippoglossoides,33,0,0,0,4.771,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1472_463,reinhardtius_hippoglossoides,33,0,0,0,16.128,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1475_466,reinhardtius_hippoglossoides,28,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1788_778,reinhardtius_hippoglossoides,53,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1789_779,reinhardtius_hippoglossoides,53,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1790_780,reinhardtius_hippoglossoides,53,0,0,7.035,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1791_781,reinhardtius_hippoglossoides,53,0,0,0,5.292,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1792_782,reinhardtius_hippoglossoides,53,0,0,0,0,0,0,12.68
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1793_783,reinhardtius_hippoglossoides,53,0,0,0,0,0,0,7.56
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1795_785,reinhardtius_hippoglossoides,53,0,0,0,0,0,0,7.51
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1796_786,reinhardtius_hippoglossoides,53,0,0,0,0,0,0,3.405
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1797_787,reinhardtius_hippoglossoides,53,0,0,0,0,0,0,1.703
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1799_789,reinhardtius_hippoglossoides,58,0,0,6.344,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1800_790,reinhardtius_hippoglossoides,58,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1801_791,reinhardtius_hippoglossoides,58,0,0,0,3.74,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1802_792,reinhardtius_hippoglossoides,58,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1803_793,reinhardtius_hippoglossoides,58,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1806_796,reinhardtius_hippoglossoides,63,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1807_797,reinhardtius_hippoglossoides,63,0,0,0,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1808_798,reinhardtius_hippoglossoides,63,0,0,0,0,0,0,9.671
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1809_799,reinhardtius_hippoglossoides,63,0,0,0,0,0,0,9.11
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1810_800,reinhardtius_hippoglossoides,63,0,0,4.555,0,0,0,0
Arctic,2018,2018,8,8,333W,1070.4,62113095,113,62,RISA,62113095_892_1_1_1812_802,reinhardtius_hippoglossoides,63,0,0,0,0,0,0,48.528
Arctic,2018,2018,8,11,323E,926.7,62113124,113,62,RISA,62113124_438_1_1_1401_392,gadus_morhua,48,0,0,17.327,0,0,0,0
Arctic,2018,2018,8,11,323E,926.7,62113124,113,62,RISA,62113124_792_1_1_1273_274,sebastes_mentella,8,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,323E,926.7,62113124,113,62,RISA,62113124_792_1_1_1276_277,sebastes_mentella,18,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,323E,926.7,62113124,113,62,RISA,62113124_892_1_1_1306_307,reinhardtius_hippoglossoides,23,0,0,5.372,0,0,0,0
Arctic,2018,2018,8,11,323E,926.7,62113124,113,62,RISA,62113124_892_1_1_1307_308,reinhardtius_hippoglossoides,18,0,0,0,0,0,0,1.805
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1283_284,sebastes_mentella,18,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1284_285,sebastes_mentella,18,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1286_287,sebastes_mentella,18,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1287_288,sebastes_mentella,18,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1290_291,sebastes_mentella,23,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1292_293,sebastes_mentella,23,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1313_314,sebastes_mentella,28,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1314_315,sebastes_mentella,28,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1316_317,sebastes_mentella,13,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1318_319,sebastes_mentella,13,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1319_320,sebastes_mentella,13,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1321_322,sebastes_mentella,13,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1322_323,sebastes_mentella,13,0,0,0,0,0,0,0
Arctic,2018,2018,8,11,326E,1452.9,62113125,113,62,RISA,62113125_792_1_1_1323_324,sebastes_mentella,13,0,0,0,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1231_232,reinhardtius_hippoglossoides,23,0,0,0,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1232_233,reinhardtius_hippoglossoides,23,0,0,0,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1235_236,reinhardtius_hippoglossoides,23,0,0,1.318,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1236_237,reinhardtius_hippoglossoides,23,0,0,1.788,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1237_238,reinhardtius_hippoglossoides,23,0,0,3.853,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1238_239,reinhardtius_hippoglossoides,23,0,0,3.468,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1239_240,reinhardtius_hippoglossoides,23,0,0,0,0,0,0,1.161
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1241_242,reinhardtius_hippoglossoides,23,0,0,0,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1242_243,reinhardtius_hippoglossoides,23,0,0,0,0,0,0,3.194
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1244_245,reinhardtius_hippoglossoides,33,0,0,9.222,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1245_246,reinhardtius_hippoglossoides,33,0,0,19.216,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1246_247,reinhardtius_hippoglossoides,33,0,0,6.038,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1247_248,reinhardtius_hippoglossoides,33,0,0,4.82,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1248_249,reinhardtius_hippoglossoides,38,0,0,0,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1249_250,reinhardtius_hippoglossoides,38,0,0,0,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1250_251,reinhardtius_hippoglossoides,38,0,0,4.011,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1251_252,reinhardtius_hippoglossoides,38,0,0,11.537,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1252_253,reinhardtius_hippoglossoides,38,0,0,8.368,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1253_254,reinhardtius_hippoglossoides,38,0,0,14.591,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1254_255,reinhardtius_hippoglossoides,38,0,0,9.924,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1255_256,reinhardtius_hippoglossoides,38,0,0,8.096,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1256_257,reinhardtius_hippoglossoides,38,0,0,11.331,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1257_258,reinhardtius_hippoglossoides,38,0,0,21.201,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1258_259,reinhardtius_hippoglossoides,18,0,0,0,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1260_261,reinhardtius_hippoglossoides,43,0,0,3.963,0,0,0,0
Arctic,2018,2018,8,12,327W,607.5,62113131,113,62,RISA,62113131_892_1_1_1261_262,reinhardtius_hippoglossoides,48,0,0,12.987,0,0,0,0
Arctic,2018,2018,8,13,328E,1933.1,62113146,113,62,RISA,62113146_792_1_1_1264_265,sebastes_mentella,8,0,0,0,0,0,0,0
Arctic,2018,2018,8,13,328E,1933.1,62113146,113,62,RISA,62113146_892_1_1_1297_298,reinhardtius_hippoglossoides,18,0,0,0,0,0,0,0.094
Arctic,2018,2018,8,13,328E,1933.1,62113146,113,62,RISA,62113146_892_1_1_1424_415,reinhardtius_hippoglossoides,18,0,0,0,0,0,0,0.015
Arctic,2018,2018,8,13,328E,1933.1,62113147,113,62,RISA,62113147_438_1_1_1395_386,gadus_morhua,53,0,0,32.343,0,0,0,0
Arctic,2018,2018,8,13,328E,1933.1,62113147,113,62,RISA,62113147_438_1_1_1402_393,gadus_morhua,48,0,0,15.142,0,0,0,3.686
Arctic,2018,2018,8,13,328E,1933.1,62113147,113,62,RISA,62113147_794_1_1_1269_270,sebastes_mentella,8,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113152,113,62,SFA2EX,62113152_792_2_1_1591_583,sebastes_mentella,23,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113152,113,62,SFA2EX,62113152_792_2_1_1604_596,sebastes_mentella,28,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113152,113,62,SFA2EX,62113152_792_2_1_1605_597,sebastes_mentella,28,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113152,113,62,SFA2EX,62113152_792_2_1_1608_600,sebastes_mentella,28,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113152,113,62,SFA2EX,62113152_792_2_1_1611_603,sebastes_mentella,28,0,0,0,0,0,0,0.667
Arctic,2018,2018,8,14,72,2923.161915,62113152,113,62,SFA2EX,62113152_892_1_1_1649_639,reinhardtius_hippoglossoides,48,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113152,113,62,SFA2EX,62113152_892_1_1_1670_660,reinhardtius_hippoglossoides,73,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1593_585,sebastes_mentella,23,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1595_587,sebastes_mentella,23,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1597_589,sebastes_mentella,23,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1598_590,sebastes_mentella,23,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1600_592,sebastes_mentella,33,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1601_593,sebastes_mentella,33,0,0,0,0,0,0,1.622
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1602_594,sebastes_mentella,33,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1612_604,sebastes_mentella,28,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1613_605,sebastes_mentella,28,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1614_606,sebastes_mentella,28,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1616_608,sebastes_mentella,28,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1619_611,sebastes_mentella,28,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1620_612,sebastes_mentella,28,0,0,0,0,0,0,2.07
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_792_1_1_1621_613,sebastes_mentella,28,0,0,0,0,0,0,1.441
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_892_1_1_1646_636,reinhardtius_hippoglossoides,33,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_892_1_1_1650_640,reinhardtius_hippoglossoides,43,0,0,0,0,0,0,1.505
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_892_1_1_1651_641,reinhardtius_hippoglossoides,43,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_892_1_1_1654_644,reinhardtius_hippoglossoides,53,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_892_1_1_1655_645,reinhardtius_hippoglossoides,53,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_892_1_1_1657_647,reinhardtius_hippoglossoides,48,0,0,0,0,0,0,0
Arctic,2018,2018,8,14,72,2923.161915,62113153,113,62,SFA2EX,62113153_892_1_1_1659_649,reinhardtius_hippoglossoides,48,0,0,0,0,0,0,0
